,team_id,sim_id,draft_position,proj_total_points,proj_position,positions,players
0,ca6647d0-6c34-4318-b941-a447e84a4ea6,0,8,1625.54,1,['RB' 'WR' 'TE' 'RB' 'WR' 'QB' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['RB8' 'WR13' 'TE3' 'RB19' 'WR12' 'QB9' 'WR19' 'WR26' 'QB25' 'RB38' 'RB43'
 'K5' 'DST16']"
1,f5c441b3-46eb-4854-9df0-ed01e2e32a79,0,10,1642.6800000000003,2,['WR' 'RB' 'QB' 'RB' 'WR' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['WR8' 'RB5' 'QB1' 'RB10' 'WR37' 'TE6' 'WR4' 'WR32' 'QB28' 'RB29' 'RB41'
 'K9' 'DST21']"
2,57dca863-3b2b-415e-9ed4-0b4bce3a9e23,0,9,1671.0799999999997,3,['QB' 'RB' 'WR' 'RB' 'WR' 'TE' 'RB' 'RB' 'WR' 'WR' 'QB' 'K' 'DST'],"['QB2' 'RB14' 'WR34' 'RB15' 'WR25' 'TE10' 'RB13' 'RB25' 'WR86' 'WR62'
 'QB19' 'K6' 'DST11']"
3,4762c777-d578-4c72-91ca-b53215e6bbab,0,4,1673.9800000000002,4,['RB' 'RB' 'WR' 'WR' 'QB' 'TE' 'WR' 'RB' 'RB' 'WR' 'QB' 'K' 'DST'],"['RB4' 'RB12' 'WR15' 'WR20' 'QB8' 'TE19' 'WR24' 'RB21' 'RB40' 'WR41'
 'QB22' 'K3' 'DST7']"
4,1d70fe01-cc6b-4d86-b2e6-f5e891eab69c,0,5,1680.74,5,['WR' 'TE' 'WR' 'RB' 'RB' 'QB' 'WR' 'QB' 'RB' 'WR' 'RB' 'DST' 'K'],"['WR7' 'TE1' 'WR22' 'RB16' 'RB27' 'QB26' 'WR40' 'QB6' 'RB42' 'WR45' 'RB28'
 'DST12' 'K12']"
5,447d787c-848c-4e60-a188-0bb729a0bf14,0,6,1688.6200000000003,6,['WR' 'WR' 'QB' 'RB' 'RB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'DST' 'K'],"['WR9' 'WR3' 'QB7' 'RB9' 'RB23' 'TE7' 'WR42' 'WR21' 'QB10' 'RB35' 'RB24'
 'DST5' 'K7']"
6,69544d37-d243-4a66-bca7-b27903c913eb,0,7,1691.6,7,['RB' 'WR' 'WR' 'RB' 'QB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'DST' 'K'],"['RB2' 'WR17' 'WR16' 'RB17' 'QB15' 'TE4' 'WR30' 'WR27' 'QB13' 'RB22'
 'RB60' 'DST13' 'K13']"
7,564349f5-7171-4bcc-a76a-6772944409bf,0,3,1813.3200000000002,8,['RB' 'RB' 'WR' 'TE' 'WR' 'QB' 'RB' 'WR' 'WR' 'RB' 'QB' 'K' 'DST'],"['RB1' 'RB6' 'WR5' 'TE2' 'WR10' 'QB4' 'RB20' 'WR14' 'WR55' 'RB30' 'QB27'
 'K8' 'DST2']"
8,226aba28-3ff7-4249-8ff2-8113d1508dcf,0,2,1813.86,9,['WR' 'WR' 'QB' 'RB' 'RB' 'TE' 'WR' 'WR' 'RB' 'RB' 'QB' 'K' 'DST'],"['WR1' 'WR18' 'QB5' 'RB11' 'RB18' 'TE5' 'WR36' 'WR23' 'RB37' 'RB36' 'QB17'
 'K1' 'DST4']"
9,57547ff6-c4d5-4037-b778-171a56f7e446,0,1,1859.7799999999997,10,['RB' 'WR' 'RB' 'WR' 'QB' 'TE' 'WR' 'WR' 'RB' 'RB' 'QB' 'DST' 'K'],"['RB3' 'WR2' 'RB7' 'WR11' 'QB3' 'TE18' 'WR6' 'WR49' 'RB51' 'RB26' 'QB14'
 'DST1' 'K26']"
10,509da611-3b9a-49b1-87ec-385ba705c28a,1,10,1606.9,1,['RB' 'WR' 'WR' 'RB' 'QB' 'TE' 'RB' 'WR' 'QB' 'WR' 'RB' 'K' 'DST'],"['RB8' 'WR17' 'WR15' 'RB18' 'QB8' 'TE10' 'RB21' 'WR27' 'QB10' 'WR45'
 'RB34' 'K7' 'DST11']"
11,f35649a3-6fb2-441b-86a2-3d575f719509,1,9,1661.74,2,['WR' 'WR' 'TE' 'RB' 'RB' 'QB' 'RB' 'RB' 'WR' 'WR' 'QB' 'DST' 'K'],"['WR2' 'WR9' 'TE2' 'RB10' 'RB20' 'QB9' 'RB13' 'RB51' 'WR44' 'WR46' 'QB19'
 'DST6' 'K12']"
12,a2e86797-5bdb-4288-ac3e-7b0b980a2d13,1,4,1674.3400000000001,3,['WR' 'RB' 'WR' 'RB' 'QB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['WR7' 'RB12' 'WR22' 'RB16' 'QB15' 'TE19' 'WR24' 'WR21' 'QB25' 'RB38'
 'RB29' 'K8' 'DST12']"
13,5dfed26d-b4f5-4897-b8ff-dbf25d778407,1,5,1705.5000000000002,4,['WR' 'TE' 'QB' 'RB' 'RB' 'WR' 'WR' 'WR' 'RB' 'RB' 'QB' 'K' 'DST'],"['WR8' 'TE1' 'QB1' 'RB19' 'RB11' 'WR10' 'WR30' 'WR49' 'RB42' 'RB36' 'QB22'
 'K13' 'DST18']"
14,3c97af90-0476-4dc6-a1cc-3942cb1cdc1c,1,7,1707.74,5,['RB' 'WR' 'TE' 'RB' 'WR' 'QB' 'WR' 'QB' 'WR' 'RB' 'RB' 'DST' 'K'],"['RB4' 'WR3' 'TE3' 'RB27' 'WR34' 'QB26' 'WR6' 'QB6' 'WR23' 'RB22' 'RB60'
 'DST4' 'K4']"
15,8fb3505a-adb6-4529-9cd3-feb1b574e577,1,8,1708.08,6,['RB' 'RB' 'QB' 'WR' 'WR' 'TE' 'WR' 'RB' 'WR' 'QB' 'RB' 'DST' 'K'],"['RB2' 'RB5' 'QB5' 'WR25' 'WR12' 'TE4' 'WR42' 'RB25' 'WR62' 'QB14' 'RB43'
 'DST5' 'K2']"
16,c6ab62bf-5087-44fe-9185-e269f65591f5,1,6,1713.98,7,['RB' 'WR' 'WR' 'RB' 'TE' 'QB' 'WR' 'WR' 'QB' 'RB' 'RB' 'DST' 'K'],"['RB6' 'WR5' 'WR16' 'RB17' 'TE18' 'QB4' 'WR40' 'WR26' 'QB13' 'RB35' 'RB28'
 'DST13' 'K18']"
17,edd6930b-2861-4f50-830b-bf9f6ded75e8,1,3,1725.8200000000002,8,['RB' 'RB' 'QB' 'WR' 'WR' 'TE' 'WR' 'WR' 'RB' 'RB' 'QB' 'K' 'DST'],"['RB1' 'RB7' 'QB7' 'WR20' 'WR14' 'TE6' 'WR36' 'WR4' 'RB26' 'RB30' 'QB17'
 'K1' 'DST2']"
18,73011bd8-988a-4f2d-948d-d6eb0944c616,1,2,1794.9999999999995,9,['RB' 'WR' 'WR' 'RB' 'QB' 'TE' 'RB' 'WR' 'WR' 'QB' 'RB' 'DST' 'K'],"['RB3' 'WR18' 'WR13' 'RB9' 'QB3' 'TE5' 'RB15' 'WR19' 'WR32' 'QB28' 'RB24'
 'DST1' 'K6']"
19,5fa05464-574d-49d6-b6fd-131386e7fa49,1,1,1853.6200000000001,10,['WR' 'QB' 'RB' 'WR' 'RB' 'TE' 'WR' 'RB' 'RB' 'WR' 'QB' 'K' 'DST'],"['WR1' 'QB2' 'RB14' 'WR11' 'RB23' 'TE7' 'WR37' 'RB37' 'RB40' 'WR41' 'QB27'
 'K3' 'DST8']"
20,53816767-8c14-4ae1-a734-afca97f2d1b6,2,8,1602.2800000000002,1,['RB' 'WR' 'WR' 'RB' 'QB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'DST' 'K'],"['RB8' 'WR17' 'WR34' 'RB15' 'QB26' 'TE19' 'WR36' 'WR49' 'QB28' 'RB24'
 'RB46' 'DST4' 'K7']"
21,8e0dc274-273a-4113-baac-5ee84a5a4dae,2,6,1645.0,2,['WR' 'WR' 'RB' 'RB' 'QB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'DST' 'K'],"['WR9' 'WR8' 'RB9' 'RB17' 'QB4' 'TE4' 'WR4' 'WR32' 'QB10' 'RB22' 'RB29'
 'DST5' 'K5']"
22,3b5982b3-e8f8-4607-a966-1fb199d54cc9,2,5,1697.9000000000003,3,['WR' 'TE' 'WR' 'RB' 'RB' 'QB' 'WR' 'WR' 'RB' 'RB' 'QB' 'K' 'DST'],"['WR7' 'TE1' 'WR22' 'RB11' 'RB14' 'QB9' 'WR42' 'WR23' 'RB26' 'RB35' 'QB17'
 'K3' 'DST12']"
23,564b5706-779f-4fe4-8d36-6ac1e58e748a,2,7,1707.36,4,['RB' 'RB' 'QB' 'WR' 'WR' 'TE' 'WR' 'WR' 'RB' 'QB' 'RB' 'DST' 'K'],"['RB6' 'RB5' 'QB7' 'WR20' 'WR10' 'TE6' 'WR30' 'WR27' 'RB42' 'QB27' 'RB60'
 'DST6' 'K18']"
24,42631550-577d-4668-bf47-f1075bcc86ec,2,10,1710.94,5,['QB' 'WR' 'TE' 'RB' 'WR' 'RB' 'RB' 'RB' 'WR' 'WR' 'QB' 'K' 'DST'],"['QB2' 'WR3' 'TE3' 'RB27' 'WR14' 'RB10' 'RB21' 'RB51' 'WR62' 'WR86' 'QB23'
 'K6' 'DST3']"
25,e4f99a32-adeb-4d3f-b4ae-e794dbd08cf7,2,9,1717.92,6,['WR' 'RB' 'QB' 'WR' 'RB' 'TE' 'WR' 'QB' 'WR' 'RB' 'RB' 'DST' 'K'],"['WR18' 'RB2' 'QB5' 'WR16' 'RB18' 'TE17' 'WR37' 'QB6' 'WR45' 'RB38' 'RB34'
 'DST2' 'K4']"
26,176b86de-6795-46eb-a076-041cfc2f3654,2,1,1753.0799999999997,7,['RB' 'WR' 'WR' 'RB' 'TE' 'QB' 'WR' 'RB' 'RB' 'WR' 'QB' 'K' 'DST'],"['RB3' 'WR5' 'WR15' 'RB16' 'TE18' 'QB8' 'WR6' 'RB37' 'RB25' 'WR26' 'QB14'
 'K8' 'DST9']"
27,971354fd-b904-46f5-be39-3f40a7e1989d,2,2,1765.2200000000003,8,['WR' 'RB' 'QB' 'TE' 'RB' 'WR' 'RB' 'RB' 'QB' 'WR' 'WR' 'K' 'DST'],"['WR2' 'RB7' 'QB1' 'TE2' 'RB23' 'WR12' 'RB13' 'RB20' 'QB13' 'WR55' 'WR41'
 'K1' 'DST7']"
28,4b871e73-7fd4-4d55-bb7f-6222020fca86,2,4,1766.5400000000002,9,['WR' 'RB' 'WR' 'RB' 'QB' 'TE' 'WR' 'WR' 'RB' 'RB' 'QB' 'DST' 'K'],"['WR1' 'RB12' 'WR11' 'RB19' 'QB15' 'TE5' 'WR40' 'WR21' 'RB40' 'RB30'
 'QB19' 'DST13' 'K13']"
29,bfcf438c-e8e0-4ac6-a648-d3baa0ba412b,2,3,1783.3999999999999,10,['RB' 'RB' 'WR' 'QB' 'WR' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'DST' 'K'],"['RB1' 'RB4' 'WR13' 'QB3' 'WR25' 'TE7' 'WR24' 'WR19' 'QB25' 'RB36' 'RB28'
 'DST1' 'K19']"
30,ce4f294b-183c-4406-9ac8-358f119260a0,3,10,1625.9600000000003,1,['RB' 'QB' 'WR' 'RB' 'WR' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'DST' 'K'],"['RB7' 'QB1' 'WR34' 'RB10' 'WR25' 'TE23' 'WR24' 'WR49' 'QB25' 'RB38'
 'RB34' 'DST4' 'K7']"
31,e7830c03-1496-49c6-a925-ee2c33e21f55,3,8,1626.0800000000002,2,['WR' 'RB' 'WR' 'RB' 'QB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'K' 'DST'],"['WR8' 'RB5' 'WR16' 'RB9' 'QB8' 'TE10' 'WR42' 'WR27' 'QB10' 'RB22' 'RB41'
 'K1' 'DST2']"
32,a240298e-46e3-4aa6-8b54-70521e64af63,3,9,1664.22,3,['RB' 'RB' 'TE' 'WR' 'WR' 'QB' 'WR' 'QB' 'WR' 'RB' 'RB' 'K' 'DST'],"['RB2' 'RB14' 'TE3' 'WR20' 'WR37' 'QB28' 'WR23' 'QB13' 'WR45' 'RB35'
 'RB60' 'K3' 'DST9']"
33,17534b44-50e8-42d0-accd-6360beb48a2e,3,3,1668.9400000000003,4,['WR' 'WR' 'RB' 'RB' 'QB' 'TE' 'WR' 'WR' 'RB' 'RB' 'QB' 'K' 'DST'],"['WR7' 'WR3' 'RB16' 'RB11' 'QB15' 'TE7' 'WR6' 'WR26' 'RB51' 'RB30' 'QB23'
 'K13' 'DST12']"
34,3622e3f4-4653-47dc-ba18-e4309bff16c8,3,6,1693.58,5,['WR' 'RB' 'WR' 'RB' 'QB' 'TE' 'WR' 'QB' 'RB' 'WR' 'RB' 'K' 'DST'],"['WR9' 'RB12' 'WR2' 'RB17' 'QB26' 'TE4' 'WR14' 'QB6' 'RB40' 'WR86' 'RB24'
 'K8' 'DST17']"
35,7b800ea4-a739-42f4-ae11-dbf6649c5fa4,3,5,1715.3,6,['RB' 'WR' 'QB' 'WR' 'RB' 'TE' 'WR' 'WR' 'RB' 'QB' 'RB' 'K' 'DST'],"['RB1' 'WR5' 'QB5' 'WR13' 'RB23' 'TE6' 'WR30' 'WR19' 'RB26' 'QB27' 'RB28'
 'K4' 'DST16']"
36,e8dfd1c7-566c-4dc9-88a0-7cda1648e55e,3,4,1735.3200000000004,7,['RB' 'RB' 'WR' 'WR' 'TE' 'QB' 'WR' 'QB' 'WR' 'RB' 'RB' 'DST' 'K'],"['RB4' 'RB8' 'WR11' 'WR15' 'TE18' 'QB4' 'WR40' 'QB9' 'WR21' 'RB36' 'RB29'
 'DST13' 'K18']"
37,8fda1597-c2e0-410b-bd41-acb854a677af,3,2,1763.76,8,['RB' 'WR' 'QB' 'RB' 'WR' 'TE' 'WR' 'WR' 'RB' 'RB' 'QB' 'DST' 'K'],"['RB6' 'WR18' 'QB7' 'RB19' 'WR10' 'TE5' 'WR36' 'WR4' 'RB25' 'RB42' 'QB17'
 'DST1' 'K20']"
38,955a4e28-be89-4101-9974-901cf16c75c2,3,7,1799.3999999999999,9,['WR' 'TE' 'WR' 'QB' 'RB' 'RB' 'RB' 'RB' 'WR' 'WR' 'QB' 'DST' 'K'],"['WR1' 'TE1' 'WR22' 'QB3' 'RB27' 'RB18' 'RB13' 'RB37' 'WR55' 'WR46' 'QB19'
 'DST5' 'K34']"
39,b3642988-1518-44b8-9c93-5aba171ad7b5,3,1,1826.3799999999999,10,['RB' 'QB' 'WR' 'TE' 'RB' 'WR' 'RB' 'RB' 'WR' 'WR' 'QB' 'K' 'DST'],"['RB3' 'QB2' 'WR17' 'TE2' 'RB15' 'WR12' 'RB20' 'RB21' 'WR32' 'WR41' 'QB14'
 'K6' 'DST10']"
40,369788d7-a078-4493-9001-6178cb9e6ff8,4,4,1655.0600000000002,1,['WR' 'RB' 'WR' 'RB' 'QB' 'TE' 'RB' 'WR' 'RB' 'WR' 'QB' 'K' 'DST'],"['WR7' 'RB12' 'WR15' 'RB19' 'QB15' 'TE21' 'RB23' 'WR4' 'RB26' 'WR62'
 'QB22' 'K1' 'DST7']"
41,ce51b752-9243-488d-a329-c42a87298883,4,7,1657.94,2,['RB' 'WR' 'TE' 'WR' 'RB' 'QB' 'WR' 'QB' 'RB' 'WR' 'RB' 'K' 'DST'],"['RB8' 'WR17' 'TE3' 'WR16' 'RB18' 'QB26' 'WR24' 'QB6' 'RB51' 'WR41' 'RB24'
 'K6' 'DST27']"
42,1f7725c1-898a-453f-a78d-145a32a153ea,4,8,1666.0399999999997,3,['WR' 'WR' 'QB' 'RB' 'RB' 'TE' 'WR' 'WR' 'QB' 'RB' 'RB' 'DST' 'K'],"['WR8' 'WR13' 'QB1' 'RB27' 'RB11' 'TE4' 'WR6' 'WR32' 'QB28' 'RB38' 'RB60'
 'DST6' 'K7']"
43,a1e2de24-a3ac-4dbc-b53d-16eef7bd804d,4,6,1680.08,4,['RB' 'RB' 'TE' 'WR' 'WR' 'QB' 'WR' 'WR' 'RB' 'RB' 'QB' 'DST' 'K'],"['RB3' 'RB5' 'TE1' 'WR34' 'WR37' 'QB10' 'WR36' 'WR19' 'RB42' 'RB22' 'QB23'
 'DST13' 'K9']"
44,38dd4fef-3ffe-41fd-80f2-634de212234f,4,10,1696.1799999999996,5,['QB' 'WR' 'TE' 'WR' 'RB' 'RB' 'WR' 'WR' 'RB' 'QB' 'RB' 'K' 'DST'],"['QB2' 'WR3' 'TE2' 'WR20' 'RB17' 'RB13' 'WR23' 'WR27' 'RB36' 'QB17' 'RB43'
 'K34' 'DST9']"
